2945, 29.0, -6.0, -53.0
2955, 20.8, -8.0, -34.0
2965, 13.3, -7.0, -20.0
2975, 81.6, -17.0, -17.0
2985, 72.9, -23.0, -30.0
2995, 62.7, -28.0, -42.0
3005, 43.9, -21.0, -58.0
3015, 35.7, -22.0, -45.0
3025, 28.6, -21.0, -30.0
3035, 22.7, -17.0, -19.0
3105, 77.6, -30.0, -18.0
3115, 69.8, -40.0, -25.0
3125, 61.6, -49.0, -30.0
3135, 48.6, -54.0, -34.0
3145, 41.6, -45.0, -27.0
3155, 34.1, -39.0, -22.0
3165, 27.8, -30.0, -16.0
3242, 80.8, -34.0, -8.0
3252, 75.3, -44.0, -10.0
3262, 66.3, -59.0, -12.0
3272, 55.7, -70.0, -14.0
3282, 45.9, -58.0, -10.0
3292, 31.4, -37.0, -5.0
3302, 27.8, -26.0, -3.0
3245, 82.4, -33.0, -5.0
3255, 76.5, -46.0, -6.0
3265, 69.4, -59.0, -7.0
3275, 60.8, -71.0, -6.0
3285, 52.2, -58.0, -5.0
3295, 41.6, -50.0, -3.0
3305, 28.2, -26.0, -1.0
3248, 75.7, -33.0, 0.0
3258, 71.8, -39.0, -2.0
3268, 60.4, -55.0, 0.0
3278, 53.3, -63.0, 3.0
3288, 45.1, -57.0, 2.0
3298, 37.3, -43.0, 2.0
3308, 25.1, -23.0, 2.0
3375, 82.4, -38.0, 5.0
3385, 76.9, -48.0, 7.0
3395, 67.5, -67.0, 12.0
3405, 59.2, -79.0, 19.0
3415, 41.6, -52.0, 13.0
3425, 35.3, -39.0, 10.0
